nb_cluster	nb_cluster_with_poly	nb_clustered_taxid_with_poly	nb_expected_taxid	complement_clustered_taxid_with_poly	complement_expected_taxid	expected_and_clustered_intersection	Evalue	coverage	inflation	precision	sensitivity	F1_score
89215	112	1593	1217	815	253	778	1e-05	60	3	0.42145178764897073	0.7546071774975752	0.5408411539798401
58839	155	905	1217	190	316	715	1e-140	60	8	0.5855855855855856	0.6935014548981572	0.6349911190053287
97019	137	1161	1217	418	288	743	1e-60	70	5	0.5127674258109041	0.7206595538312318	0.5991935483870967
108270	128	1245	1217	482	268	763	1e-40	60	5	0.5042961004626569	0.7400581959262852	0.5998427672955975
101299	108	1601	1217	812	242	789	1e-20	60	2	0.42810634834508954	0.7652764306498545	0.5490605427974947
58128	142	985	1217	247	293	738	1e-140	70	1_2	0.5774647887323944	0.7158098933074685	0.6392377652663491
91763	126	1503	1217	740	268	763	1e-05	60	5	0.4308300395256917	0.7400581959262852	0.5446109921484653
97970	144	1156	1217	416	291	740	1e-60	70	8	0.5114029025570145	0.7177497575169738	0.5972558514931395
109587	136	1202	1217	462	291	740	1e-40	60	8	0.4956463496316142	0.7177497575169738	0.5863708399366085
58255	148	968	1217	233	296	735	1e-140	70	1_4	0.5814873417721519	0.7129000969932104	0.6405228758169935
103140	113	1552	1217	776	255	776	1e-20	60	3	0.4294410625345877	0.7526673132880698	0.5468639887244539
93729	133	1462	1217	710	279	752	1e-05	60	8	0.4319356691556577	0.7293889427740058	0.5425685425685426
58377	148	964	1217	229	296	735	1e-140	70	1_6	0.5833333333333334	0.7129000969932104	0.6416412047140987
58450	148	962	1217	227	296	735	1e-140	70	1_8	0.5842607313195548	0.7129000969932104	0.6422018348623852
105160	126	1499	1217	737	269	762	1e-20	60	5	0.4309954751131222	0.7390882638215325	0.5444801714898178
96361	143	1201	1217	450	280	751	1e-60	80	1_2	0.5070898041863605	0.7284190106692532	0.5979299363057325
58501	148	941	1217	206	296	735	1e-140	70	2	0.5941794664510913	0.7129000969932104	0.6481481481481481
58691	148	924	1217	190	297	734	1e-140	70	3	0.6011466011466011	0.7119301648884578	0.6518650088809946
59041	150	917	1217	187	301	730	1e-140	70	5	0.5993431855500821	0.7080504364694471	0.6491774121831925
106018	115	1822	1217	982	191	840	1e-40	70	1_2	0.4172876304023845	0.8147429679922406	0.5519053876478318
106890	134	1447	1217	695	279	752	1e-20	60	8	0.43568945538818077	0.7293889427740058	0.5455204932898077
59345	160	899	1217	173	305	726	1e-140	70	8	0.6029900332225914	0.7041707080504365	0.6496644295302013
96876	148	1144	1217	396	283	748	1e-60	80	1_4	0.524176594253679	0.7255092143549952	0.6086248982912937
85605	110	1996	1217	1153	188	843	1e-05	70	1_2	0.385989010989011	0.8176527643064986	0.5244167962674962
58880	157	948	1217	215	298	733	1e-140	80	1_2	0.5882825040128411	0.7109602327837051	0.6438296003513395
106855	123	1337	1217	562	256	775	1e-40	70	1_4	0.48650345260514755	0.7516973811833172	0.5907012195121951
97238	152	1125	1217	380	286	745	1e-60	80	1_6	0.5279943302622254	0.7225994180407371	0.6101556101556102
59007	163	926	1217	193	298	733	1e-140	80	1_4	0.5988562091503268	0.7109602327837051	0.6501108647450111
59128	166	926	1217	193	298	733	1e-140	80	1_6	0.5988562091503268	0.7109602327837051	0.6501108647450111
88249	121	1808	1217	1009	232	799	1e-05	70	1_4	0.39166666666666666	0.7749757516973812	0.5203516769781831
97477	152	1123	1217	378	286	745	1e-60	80	1_8	0.5287437899219305	0.7225994180407371	0.6106557377049181
59202	166	926	1217	193	298	733	1e-140	80	1_8	0.5988562091503268	0.7109602327837051	0.6501108647450111
101243	111	1903	1217	1060	188	843	1e-20	70	1_2	0.4031563845050215	0.8176527643064986	0.5400384368994235
107361	128	1287	1217	518	262	769	1e-40	70	1_6	0.4964493221433183	0.7458777885548011	0.5961240310077518
59264	169	904	1217	174	301	730	1e-140	80	2	0.6058091286307054	0.7080504364694471	0.6529516994633274
97661	157	1120	1217	378	289	742	1e-60	80	2	0.5266146202980837	0.7196896217264791	0.6081967213114754
89722	125	1596	1217	822	257	774	1e-05	70	1_6	0.41770102536427417	0.7507274490785645	0.536754507628294
59449	170	903	1217	174	302	729	1e-140	80	3	0.6049792531120332	0.7070805043646945	0.6520572450805009
59848	182	892	1217	170	309	722	1e-140	80	5	0.601165695253955	0.7002909796314258	0.6469534050179211
107696	128	1266	1217	514	279	752	1e-40	70	1_8	0.4867313915857605	0.7293889427740058	0.5838509316770186
60165	193	876	1217	170	325	706	1e-140	80	8	0.5878434637801832	0.6847720659553831	0.6326164874551972
102643	121	1782	1217	985	234	797	1e-20	70	1_4	0.39533730158730157	0.7730358874878759	0.5231375123071874
98267	160	1115	1217	379	295	736	1e-60	80	3	0.5219858156028369	0.7138700290979632	0.6030315444489963
90819	125	1545	1217	790	276	755	1e-05	70	1_8	0.414607358594179	0.7322987390882638	0.52945301542777
51378	103	999	1217	244	276	755	1e-160	30	1_2	0.592156862745098	0.7322987390882638	0.6548135299219427
99279	171	1101	1217	372	302	729	1e-60	80	5	0.5196008553100498	0.7070805043646945	0.5990139687756778
107965	130	1266	1217	514	279	752	1e-40	70	2	0.4867313915857605	0.7293889427740058	0.5838509316770186
51489	107	976	1217	221	276	755	1e-160	30	1_4	0.603035143769968	0.7322987390882638	0.6614104248795445
103463	125	1570	1217	796	257	774	1e-20	70	1_6	0.4236453201970443	0.7507274490785645	0.5416375087473758
91642	127	1542	1217	787	276	755	1e-05	70	2	0.4152915291529153	0.7322987390882638	0.53001053001053
51590	109	951	1217	196	276	755	1e-160	30	1_6	0.615321923390383	0.7322987390882638	0.6687333923826395
100289	182	1077	1217	364	318	713	1e-60	80	8	0.5111111111111111	0.6915615906886518	0.5877988458367682
51676	112	951	1217	196	276	755	1e-160	30	1_8	0.615321923390383	0.7322987390882638	0.6687333923826395
108915	131	1222	1217	470	279	752	1e-40	70	3	0.5009993337774816	0.7293889427740058	0.5939968404423379
51724	113	951	1217	196	276	755	1e-160	30	2	0.615321923390383	0.7322987390882638	0.6687333923826395
94103	129	1479	1217	724	276	755	1e-05	70	3	0.4301994301994302	0.7322987390882638	0.5419956927494617
51928	120	933	1217	189	287	744	1e-160	30	3	0.6098360655737705	0.7216294859359845	0.6610395379831187
104070	125	1515	1217	760	276	755	1e-20	70	1_8	0.42155220547180344	0.7322987390882638	0.5350815024805102
52273	137	896	1217	189	324	707	1e-160	30	5	0.5795081967213115	0.6857419980601358	0.6281652598844957
110289	135	1184	1217	440	287	744	1e-40	70	5	0.5057783820530252	0.7216294859359845	0.5947242206235013
85375	75	1447	1217	629	213	818	1e-70	30	1_2	0.4927710843373494	0.7934044616876819	0.6079524340393906
52538	153	895	1217	189	325	706	1e-160	30	8	0.578688524590164	0.6847720659553831	0.6272767658818303
96566	133	1433	1217	686	284	747	1e-05	70	5	0.43506115317414096	0.7245392822502424	0.5436681222707423
104611	127	1517	1217	762	276	755	1e-20	70	2	0.4210819854991634	0.7322987390882638	0.5347025495750709
51535	107	991	1217	244	284	747	1e-160	40	1_2	0.5858823529411765	0.7245392822502424	0.6478751084128362
85864	82	1367	1217	550	214	817	1e-70	30	1_4	0.5167615433270082	0.7924345295829291	0.6255742725880552
111582	144	1177	1217	436	290	741	1e-40	70	8	0.5051124744376279	0.7187196896217265	0.5932746196957567
51647	112	968	1217	221	284	747	1e-160	40	1_4	0.5966453674121406	0.7245392822502424	0.6544021024967148
98496	140	1413	1217	670	288	743	1e-05	70	8	0.4368018812463257	0.7206595538312318	0.5439238653001464
51746	115	943	1217	196	284	747	1e-160	40	1_6	0.60880195599022	0.7245392822502424	0.6616474756421612
106353	129	1470	1217	715	276	755	1e-20	70	3	0.43241695303550975	0.7322987390882638	0.5437522506301764
86180	86	1340	1217	529	220	811	1e-70	30	1_6	0.5198717948717949	0.7866149369544132	0.6260131223465843
51832	117	943	1217	196	284	747	1e-160	40	1_8	0.60880195599022	0.7245392822502424	0.6616474756421612
51883	118	933	1217	196	294	737	1e-160	40	2	0.6006519967400163	0.7148399612027158	0.6527900797165633
52076	124	917	1217	189	303	728	1e-160	40	3	0.5967213114754099	0.7061105722599418	0.6468236339404708
86397	90	1261	1217	462	232	799	1e-70	30	1_8	0.5351640991292699	0.7749757516973812	0.633122028526149
108297	133	1425	1217	678	284	747	1e-20	70	5	0.4370977179637215	0.7245392822502424	0.5452554744525546
52404	143	894	1217	189	326	705	1e-160	40	5	0.5778688524590164	0.6838021338506305	0.6263882718791649
109134	142	1517	1217	745	259	772	1e-40	80	1_2	0.4346846846846847	0.7487875848690592	0.5500534378339864
52658	159	891	1217	189	329	702	1e-160	40	8	0.5754098360655737	0.6808923375363725	0.6237227898711684
86539	90	1244	1217	462	249	782	1e-70	30	2	0.5237776289350301	0.7584869059165859	0.6196513470681457
93053	138	1753	1217	973	251	780	1e-05	80	1_2	0.38922155688622756	0.7565470417070805	0.514003294892916
51758	128	954	1217	209	286	745	1e-160	50	1_2	0.6008064516129032	0.7225994180407371	0.6560986349625716
110027	140	1404	1217	661	288	743	1e-20	70	8	0.4391252955082742	0.7206595538312318	0.5457216305545355
87130	97	1220	1217	446	257	774	1e-70	30	3	0.5240352064996615	0.7507274490785645	0.6172248803827752
51871	130	966	1217	221	286	745	1e-160	50	1_4	0.5950479233226837	0.7225994180407371	0.6526500219010074
109963	147	1176	1217	423	278	753	1e-40	80	1_4	0.5178817056396149	0.7303588748787585	0.606036217303823
51968	131	941	1217	196	286	745	1e-160	50	1_6	0.6071719641401793	0.7225994180407371	0.6598759964570416
88057	113	1181	1217	420	270	761	1e-70	30	5	0.5244658855961406	0.7381183317167799	0.613215149073328
95679	145	1603	1217	830	258	773	1e-05	80	1_4	0.415368081676518	0.7497575169738119	0.5345781466113416
52049	132	941	1217	196	286	745	1e-160	50	1_8	0.6071719641401793	0.7225994180407371	0.6598759964570416
52098	134	931	1217	196	296	735	1e-160	50	2	0.5990220048899756	0.7129000969932104	0.6510186005314439
88935	119	1155	1217	404	280	751	1e-70	30	8	0.5233449477351917	0.7284190106692532	0.6090835360908354
52273	135	915	1217	189	305	726	1e-160	50	3	0.5950819672131148	0.7041707080504365	0.6450466459351399
110499	151	1158	1217	410	283	748	1e-40	80	1_6	0.5190839694656488	0.7255092143549952	0.605177993527508
52554	141	895	1217	189	325	706	1e-160	50	5	0.578688524590164	0.6847720659553831	0.6272767658818303
106188	138	1674	1217	894	251	780	1e-20	80	1_2	0.4051948051948052	0.7565470417070805	0.5277401894451963
97095	148	1444	1217	682	269	762	1e-05	80	1_6	0.4448336252189142	0.7390882638215325	0.5553935860058309
52800	153	892	1217	189	328	703	1e-160	50	8	0.5762295081967214	0.6818622696411252	0.6246112838738339
85824	81	1441	1217	624	214	817	1e-70	40	1_2	0.4936555891238671	0.7924345295829291	0.6083395383469844
52072	137	954	1217	209	286	745	1e-160	60	1_2	0.6008064516129032	0.7225994180407371	0.6560986349625716
110829	152	1156	1217	408	283	748	1e-40	80	1_8	0.5198054204308548	0.7255092143549952	0.605668016194332
98115	148	1409	1217	660	282	749	1e-05	80	1_8	0.4429331756357185	0.7264791464597479	0.550330639235856
52179	139	950	1217	208	289	742	1e-160	60	1_4	0.5988700564971752	0.7196896217264791	0.6537444933920705
107599	145	1599	1217	828	260	771	1e-20	80	1_4	0.41473910704679934	0.7478176527643065	0.5335640138408305
86299	90	1367	1217	550	214	817	1e-70	40	1_4	0.5167615433270082	0.7924345295829291	0.6255742725880552
52275	139	938	1217	196	289	742	1e-160	60	1_6	0.6047269763651182	0.7196896217264791	0.6572187776793622
52347	139	938	1217	196	289	742	1e-160	60	1_8	0.6047269763651182	0.7196896217264791	0.6572187776793622
111087	155	1153	1217	408	286	745	1e-40	80	2	0.51772063933287	0.7225994180407371	0.603238866396761
98835	152	1399	1217	653	285	746	1e-05	80	2	0.44299287410926363	0.7235693501454898	0.5495395948434623
52390	140	928	1217	196	299	732	1e-160	60	2	0.5965770171149144	0.7099903006789525	0.6483613817537643
86613	92	1338	1217	531	224	807	1e-70	40	1_6	0.5166453265044815	0.7827352085354026	0.6224450443501736
52562	143	911	1217	189	309	722	1e-160	60	3	0.5918032786885246	0.7002909796314258	0.641492669924478
108451	148	1430	1217	665	266	765	1e-20	80	1_6	0.451061320754717	0.7419980601357905	0.5610561056105611
52825	150	898	1217	189	322	709	1e-160	60	5	0.5811475409836065	0.6876818622696411	0.6299422478898268
112060	159	1135	1217	396	292	739	1e-40	80	3	0.5178696566222845	0.7167798254122212	0.6013018714401952
86820	97	1260	1217	463	234	797	1e-70	40	1_8	0.5334672021419009	0.7730358874878759	0.6312871287128713
101177	157	1393	1217	653	291	740	1e-05	80	3	0.43942992874109266	0.7177497575169738	0.5451197053406998
53061	161	897	1217	189	323	708	1e-160	60	8	0.580327868852459	0.6867119301648884	0.6290537538871612
86969	98	1235	1217	456	252	779	1e-70	40	2	0.5238735709482178	0.7555771096023278	0.6187450357426529
52519	147	940	1217	206	297	734	1e-160	70	1_2	0.5933710590137429	0.7119301648884578	0.6472663139329805
109066	148	1396	1217	647	282	749	1e-20	80	1_8	0.4463647199046484	0.7264791464597479	0.5529715762273901
113495	171	1115	1217	383	299	732	1e-40	80	5	0.5176803394625177	0.7099903006789525	0.5987730061349692
103656	169	1355	1217	622	298	733	1e-05	80	5	0.44343617664851787	0.7109602327837051	0.5461997019374069
52627	151	933	1217	202	300	731	1e-160	70	1_4	0.5928629359286294	0.7090203685741998	0.6457597173144876
87548	105	1210	1217	446	267	764	1e-70	40	3	0.5172647257955315	0.7410281280310378	0.6092503987240829
52712	151	926	1217	195	300	731	1e-160	70	1_6	0.5962479608482871	0.7090203685741998	0.6477625166149756
109574	152	1386	1217	640	285	746	1e-20	80	2	0.4464392579293836	0.7235693501454898	0.5521835677276091
114861	183	1090	1217	375	316	715	1e-40	80	8	0.5085348506401138	0.6935014548981572	0.5867870332375873
52788	151	926	1217	195	300	731	1e-160	70	1_8	0.5962479608482871	0.7090203685741998	0.6477625166149756
88441	120	1181	1217	421	271	760	1e-70	40	5	0.5234159779614325	0.7371483996120272	0.6121627064035441
105718	182	1097	1217	381	315	716	1e-05	80	8	0.5070821529745042	0.6944713870029098	0.5861645517805976
52824	151	919	1217	188	300	731	1e-160	70	2	0.5996718621821165	0.7090203685741998	0.6497777777777778
89312	129	1162	1217	405	274	757	1e-70	40	8	0.5271587743732591	0.7342386032977691	0.6137008512363193
52978	151	915	1217	188	304	727	1e-160	70	3	0.5963904840032814	0.7051406401551892	0.6462222222222223
111267	157	1379	1217	639	291	740	1e-20	80	3	0.4431137724550898	0.7177497575169738	0.547945205479452
53222	153	914	1217	187	304	727	1e-160	70	5	0.59688013136289	0.7051406401551892	0.6465095598043574
53467	166	909	1217	187	309	722	1e-160	70	8	0.5927750410509032	0.7002909796314258	0.6420631391729658
95620	69	2000	1217	1082	113	918	1e-50	30	1_2	0.4344533838144818	0.8903976721629486	0.583969465648855
53134	160	907	1217	178	302	729	1e-160	80	1_2	0.6029776674937966	0.7070805043646945	0.6508928571428572
86478	97	1378	1217	563	216	815	1e-70	50	1_2	0.5112923462986199	0.7904946653734238	0.6209523809523809
113309	170	1346	1217	613	298	733	1e-20	80	5	0.44586374695863745	0.7109602327837051	0.5480373831775701
79053	58	2688	1217	1753	96	935	1e-10	30	1_2	0.3358477011494253	0.906886517943744	0.490170380078637
53237	165	907	1217	178	302	729	1e-160	80	1_4	0.6029776674937966	0.7070805043646945	0.6508928571428572
53321	168	900	1217	171	302	729	1e-160	80	1_6	0.6064891846921797	0.7070805043646945	0.6529332736229289
96364	76	1464	1217	643	210	821	1e-50	30	1_4	0.490442054958184	0.7963142580019399	0.6070240295748613
86942	102	1364	1217	559	226	805	1e-70	50	1_4	0.5062893081761006	0.7807953443258971	0.6142693628386111
53399	168	900	1217	171	302	729	1e-160	80	1_8	0.6064891846921797	0.7070805043646945	0.6529332736229289
115135	182	1091	1217	375	315	716	1e-20	80	8	0.5092460881934566	0.6944713870029098	0.5876077144029545
53446	171	897	1217	171	305	726	1e-160	80	2	0.6039933444259568	0.7041707080504365	0.6502463054187192
81165	65	2562	1217	1627	96	935	1e-10	30	1_4	0.35176824680210683	0.906886517943744	0.5069124423963133
96816	78	1451	1217	640	220	811	1e-50	30	1_6	0.48533812088569717	0.7866149369544132	0.6002960769800149
53592	174	893	1217	171	309	722	1e-160	80	3	0.6006655574043261	0.7002909796314258	0.6466636811464397
87258	106	1323	1217	522	230	801	1e-70	50	1_6	0.5157759175788796	0.7769156159068865	0.619969040247678
53872	187	893	1217	171	309	722	1e-160	80	5	0.6006655574043261	0.7002909796314258	0.6466636811464397
54117	200	872	1217	170	329	702	1e-160	80	8	0.5845129059117402	0.6808923375363725	0.6290322580645161
87449	108	1249	1217	454	236	795	1e-70	50	1_8	0.5353535353535354	0.7710960232783706	0.6319554848966614
97083	81	1370	1217	566	227	804	1e-50	30	1_8	0.5034439574201628	0.7798254122211445	0.6118721461187215
82449	70	2396	1217	1463	98	933	1e-10	30	1_6	0.3740978348035285	0.9049466537342385	0.5293617021276595
99765	60	2461	1217	1526	96	935	1e-30	30	1_2	0.3656628861947595	0.906886517943744	0.5211817168338908
87599	109	1231	1217	454	254	777	1e-70	50	2	0.5232323232323233	0.7536372453928225	0.6176470588235295
97318	85	1377	1217	570	224	807	1e-50	30	2	0.5040599625234229	0.7827352085354026	0.6132218844984803
83441	75	2281	1217	1399	149	882	1e-10	30	1_8	0.362962962962963	0.8554801163918526	0.5096792834440914
88145	111	1207	1217	448	272	759	1e-70	50	3	0.513184584178499	0.7361784675072744	0.6047808764940239
98135	93	1333	1217	532	230	801	1e-50	30	3	0.5124760076775432	0.7769156159068865	0.6175790285273709
100942	68	2159	1217	1227	99	932	1e-30	30	1_4	0.41275465013286095	0.903976721629486	0.5667376102158711
88989	120	1176	1217	423	278	753	1e-70	50	5	0.5178817056396149	0.7303588748787585	0.606036217303823
84256	77	2245	1217	1363	149	882	1e-10	30	2	0.3684210526315789	0.8554801163918526	0.515036496350365
99412	104	1272	1217	483	242	789	1e-50	30	5	0.5211360634081902	0.7652764306498545	0.6200392927308448
89821	129	1149	1217	412	294	737	1e-70	50	8	0.5107415107415108	0.7148399612027158	0.5957962813257882
86906	80	1829	1217	981	183	848	1e-10	30	3	0.42147117296222664	0.8225024248302619	0.557344725599737
101659	73	1990	1217	1087	128	903	1e-30	30	1_6	0.4263456090651558	0.8758486905916586	0.5735154017148301
100533	116	1235	1217	474	270	761	1e-50	30	8	0.5056478405315614	0.7381183317167799	0.6001577287066246
89486	90	1666	1217	842	207	824	1e-10	30	5	0.4399359316604378	0.7992240543161979	0.5674931129476584
87418	106	1348	1217	548	231	800	1e-70	60	1_2	0.506649778340722	0.7759456838021338	0.6130268199233717
102116	76	1854	1217	1013	190	841	1e-30	30	1_8	0.4114481409001957	0.8157129000969933	0.5469918699186992
91409	99	1598	1217	790	223	808	1e-10	30	8	0.44371224601867104	0.7837051406401552	0.5666199158485273
87883	113	1336	1217	541	236	795	1e-70	60	1_4	0.5057251908396947	0.7710960232783706	0.6108336534767577
96260	76	1931	1217	1060	160	871	1e-50	40	1_2	0.4165471066475371	0.8448108632395732	0.5579756566303652
102520	77	1793	1217	953	191	840	1e-30	30	2	0.42338709677419356	0.8147429679922406	0.5572139303482586
88200	116	1278	1217	489	242	789	1e-70	60	1_6	0.5190789473684211	0.7652764306498545	0.6185809486475893
103939	83	1705	1217	878	204	827	1e-30	30	3	0.43321110529072815	0.8021338506304558	0.5625850340136055
96978	85	1460	1217	639	210	821	1e-50	40	1_4	0.49161676646706587	0.7963142580019399	0.6079229914846352
88387	118	1245	1217	456	242	789	1e-70	60	1_8	0.5305985205110961	0.7652764306498545	0.6266878474980143
80941	67	2483	1217	1595	143	888	1e-10	40	1_2	0.33815689261233817	0.8612997090203686	0.48564397046759633
105704	93	1370	1217	552	213	818	1e-30	30	5	0.5167403663929249	0.7934044616876819	0.6258607498087223
97438	87	1369	1217	563	225	806	1e-50	40	1_6	0.5056461731493099	0.7817652764306499	0.6140952380952381
88519	119	1221	1217	451	261	770	1e-70	60	2	0.5195681511470985	0.7468477206595538	0.6128133704735376
89052	122	1192	1217	440	279	752	1e-70	60	3	0.5112168592794017	0.7293889427740058	0.6011191047162269
107242	103	1281	1217	501	251	780	1e-30	30	8	0.5091383812010444	0.7565470417070805	0.6086617245415529
97693	89	1369	1217	568	230	801	1e-50	40	1_8	0.50093808630394	0.7769156159068865	0.6091254752851711
83040	76	2288	1217	1402	145	886	1e-10	40	1_4	0.3641594739005343	0.8593598448108632	0.5115473441108546
89874	133	1165	1217	417	283	748	1e-70	60	5	0.5165745856353591	0.7255092143549952	0.6034691407825735
97926	92	1379	1217	575	227	804	1e-50	40	2	0.5006226650062267	0.7798254122211445	0.6097838452787258
90722	143	1133	1217	400	298	733	1e-70	60	8	0.5122292103424179	0.7109602327837051	0.595450852965069
84283	79	2259	1217	1375	147	884	1e-10	40	1_6	0.36741479634247715	0.8574199806013579	0.5144020948501601
98755	103	1321	1217	517	227	804	1e-50	40	3	0.5193798449612403	0.7798254122211445	0.6234974796432726
100768	68	2283	1217	1396	144	887	1e-30	40	1_2	0.365471775854965	0.8603297769156159	0.5130133024869867
85243	81	2192	1217	1323	162	869	1e-10	40	1_8	0.3691588785046729	0.8428709990300679	0.5134416543574594
88726	125	1381	1217	575	225	806	1e-70	70	1_2	0.50186799501868	0.7817652764306499	0.6113007205157377
100004	117	1253	1217	472	250	781	1e-50	40	5	0.5196274118429807	0.7575169738118331	0.6164167324388319
86025	81	2100	1217	1232	163	868	1e-10	40	2	0.3835616438356164	0.8419010669253152	0.5270188221007893
101927	79	1948	1217	1079	162	869	1e-30	40	1_4	0.41184834123222747	0.8428709990300679	0.5533269659344158
89182	131	1268	1217	495	258	773	1e-70	70	1_4	0.5065530799475754	0.7497575169738119	0.6046147829487681
101083	129	1223	1217	464	272	759	1e-50	40	8	0.5076923076923077	0.7361784675072744	0.6009501187648456
88636	91	1708	1217	876	199	832	1e-10	40	3	0.43628736234923965	0.8069835111542192	0.5663716814159292
89475	132	1215	1217	465	281	750	1e-70	70	1_6	0.5013368983957219	0.7274490785645005	0.5935892362485161
102639	81	1886	1217	1041	186	845	1e-30	40	1_6	0.4078185328185328	0.8195926285160039	0.544634224943603
91172	109	1533	1217	753	251	780	1e-10	40	5	0.437219730941704	0.7565470417070805	0.5541740674955595
89650	133	1175	1217	425	281	750	1e-70	70	1_8	0.5151098901098901	0.7274490785645005	0.6031363088057901
97176	90	1916	1217	1049	164	867	1e-50	50	1_2	0.4168269230769231	0.8409311348205626	0.5573770491803278
103071	81	1830	1217	990	191	840	1e-30	40	1_8	0.4156358238495794	0.8147429679922406	0.5504587155963302
93096	120	1504	1217	725	252	779	1e-10	40	8	0.44362186788154895	0.7555771096023278	0.5590240401865806
89774	135	1174	1217	424	281	750	1e-70	70	2	0.5154639175257731	0.7274490785645005	0.6033789219629928
97874	94	1379	1217	573	225	806	1e-50	50	1_4	0.5024937655860349	0.7817652764306499	0.6117647058823529
90285	136	1161	1217	417	287	744	1e-70	70	3	0.5138121546961326	0.7216294859359845	0.6002420330778541
103451	82	1755	1217	917	193	838	1e-30	40	2	0.43018480492813144	0.8128031037827352	0.562604900973481
91069	139	1121	1217	379	289	742	1e-70	70	5	0.526241134751773	0.7196896217264791	0.6079475624743957
98337	101	1357	1217	555	229	802	1e-50	50	1_6	0.5056746532156369	0.7778855480116392	0.6129155521589607
104833	92	1677	1217	845	199	832	1e-30	40	3	0.44349680170575695	0.8069835111542192	0.5724114207086343
91895	147	1103	1217	365	293	738	1e-70	70	8	0.5286532951289399	0.7158098933074685	0.608158220024722
83456	80	2377	1217	1497	151	880	1e-10	50	1_2	0.34810126582278483	0.8535402521823472	0.4945209328463051
98602	102	1350	1217	553	234	797	1e-50	50	1_8	0.5031565656565656	0.7730358874878759	0.6095602294455067
106605	109	1272	1217	493	252	779	1e-30	40	5	0.5111548556430446	0.7555771096023278	0.609784735812133
98818	103	1351	1217	553	233	798	1e-50	50	2	0.5037878787878788	0.7740058195926285	0.6103250478011473
85497	87	2129	1217	1270	172	859	1e-10	50	1_4	0.37331594958713604	0.8331716779825412	0.5156062424969988
90525	145	1176	1217	425	280	751	1e-70	80	1_2	0.5157967032967034	0.7284190106692532	0.6039404905508645
108102	122	1265	1217	487	253	778	1e-30	40	8	0.5125164690382081	0.7546071774975752	0.6104354648881914
99632	108	1278	1217	502	255	776	1e-50	50	3	0.5061969993476843	0.7526673132880698	0.6053042121684866
90987	151	1121	1217	373	283	748	1e-70	80	1_4	0.5327635327635327	0.7255092143549952	0.6143737166324436
86748	92	2039	1217	1181	173	858	1e-10	50	1_6	0.38788426763110306	0.8322017458777885	0.5291396854764107
100817	117	1245	1217	470	256	775	1e-50	50	5	0.5163224516988674	0.7516973811833172	0.6121642969984202
91282	155	1111	1217	366	286	745	1e-70	80	1_6	0.5332856120257695	0.7225994180407371	0.6136738056013179
87689	94	1998	1217	1149	182	849	1e-10	50	1_8	0.3894495412844037	0.8234723569350145	0.5288072251635005
102177	81	2238	1217	1358	151	880	1e-30	50	1_2	0.3683549602344077	0.8535402521823472	0.5146198830409358
101870	124	1220	1217	468	279	752	1e-50	50	8	0.5016677785190127	0.7293889427740058	0.5944664031620553
91456	155	1105	1217	360	286	745	1e-70	80	1_8	0.5355859094176851	0.7225994180407371	0.6151940545004129
88444	95	1749	1217	948	230	801	1e-10	50	2	0.4047498736735725	0.7769156159068865	0.5322259136212625
91592	158	1095	1217	359	295	736	1e-70	80	2	0.5294964028776978	0.7138700290979632	0.6080132176786451
103290	88	1829	1217	984	186	845	1e-30	50	1_4	0.41935483870967744	0.8195926285160039	0.5548260013131977
90985	99	1595	1217	819	255	776	1e-10	50	3	0.41945945945945945	0.7526673132880698	0.5387018396390142
98480	101	1808	1217	962	185	846	1e-50	60	1_2	0.4244856999498244	0.8205625606207565	0.5595238095238095
92112	161	1093	1217	357	295	736	1e-70	80	3	0.5302593659942363	0.7138700290979632	0.6085159156676312
104003	94	1755	1217	917	193	838	1e-30	50	1_6	0.43018480492813144	0.8128031037827352	0.562604900973481
93439	110	1511	1217	737	257	774	1e-10	50	5	0.43778280542986425	0.7507274490785645	0.5530546623794212
92982	172	1063	1217	334	302	729	1e-70	80	5	0.5340659340659341	0.7070805043646945	0.6085141903171953
99155	108	1354	1217	558	235	796	1e-50	60	1_4	0.500943989930774	0.7720659553831232	0.6076335877862595
93883	184	1021	1217	309	319	712	1e-70	80	8	0.5313432835820896	0.6905916585838991	0.6005904681568958
95303	118	1500	1217	729	260	771	1e-10	50	8	0.4380681818181818	0.7478176527643065	0.5524901469007524
104438	96	1664	1217	836	203	828	1e-30	50	1_8	0.44349223352972683	0.8031037827352085	0.5714285714285714
99627	111	1338	1217	550	243	788	1e-50	60	1_6	0.49841872232764073	0.7643064985451018	0.6033690658499234
81039	82	1316	1217	506	221	810	1e-80	30	1_2	0.5270006506180872	0.7856450048496605	0.6308411214953271
104795	96	1590	1217	791	232	799	1e-30	50	2	0.43852908891328213	0.7749757516973812	0.5601121626358221
99904	114	1339	1217	549	241	790	1e-50	60	1_8	0.5	0.7662463627546072	0.6051321332822673
81433	87	1221	1217	434	244	787	1e-80	30	1_4	0.5372013651877133	0.7633365664403492	0.6306089743589743
86708	93	2151	1217	1292	172	859	1e-10	60	1_2	0.3697804563065002	0.8331716779825412	0.5122242098986285
106179	100	1564	1217	789	256	775	1e-30	50	3	0.4258241758241758	0.7516973811833172	0.5436688881094353
100103	115	1325	1217	537	243	788	1e-50	60	2	0.5025510204081632	0.7643064985451018	0.6063870719507501
81722	92	1205	1217	422	248	783	1e-80	30	1_6	0.5388850653819683	0.7594568380213385	0.6304347826086957
